date,ticker,score,calibration_rows
2026-08-14,005930.KS,76.08722838601786,1189
2026-08-14,RAM,76.92616133072097,1189
2026-08-14,MU,76.46426395310958,1189
2026-08-14,000660.KS,75.91874677801155,1189
2026-08-14,SNDK,76.61974008283629,1189
2026-08-17,285A.T,76.85839118567608,1189
